Mode,Start_Time,Animal,Unit,Licks1,Licks2,Drinks1,Drinks2
0,2025-12-02 23:59:17.673969,12184102124,B,0,0,0,0
0,2025-12-03 00:00:23.851138,12184189167,B,13,27,5,7
0,2025-12-03 00:02:45.474591,12184189167,B,9,19,4,6
0,2025-12-03 00:03:02.201580,12184102124,B,45,85,13,13
0,2025-12-03 00:03:20.128596,12184102124,B,0,0,0,0
0,2025-12-03 00:09:56.041947,12185199220,B,8,6,4,4
0,2025-12-03 00:10:04.071190,12185199220,B,0,0,0,0
0,2025-12-03 00:15:04.623180,12185199220,B,10,29,4,5
0,2025-12-03 00:15:10.827428,12185199220,B,10,17,3,4
0,2025-12-03 00:19:20.973936,12185199220,B,1,14,1,2
0,2025-12-03 00:19:23.915663,12185199220,B,0,3,0,1
0,2025-12-03 00:20:32.217790,12185199220,B,16,44,6,7
0,2025-12-03 00:20:41.301830,12185199220,B,1,4,1,1
0,2025-12-03 00:20:46.259089,12185199220,B,0,0,0,0
0,2025-12-03 00:27:34.612141,12185199220,B,9,45,3,7
0,2025-12-03 00:27:42.815477,12185199220,B,0,0,0,0
0,2025-12-03 00:27:47.261896,12185199220,B,0,0,0,0
0,2025-12-03 00:27:50.923784,12185199220,B,0,0,0,0
0,2025-12-03 00:27:52.955011,12185199220,B,1,2,1,1
0,2025-12-03 00:29:52.241010,121835736,B,60,84,16,15
0,2025-12-03 00:33:39.676224,12185199220,B,5,9,2,2
0,2025-12-03 00:33:42.649436,12185199220,B,3,4,1,1
0,2025-12-03 00:40:13.075759,12184189167,B,6,47,2,7
0,2025-12-03 00:40:37.320997,121835736,B,41,57,12,14
0,2025-12-03 00:46:10.286812,12184102124,B,15,114,7,17
0,2025-12-03 00:46:31.157383,12184102124,B,0,0,0,0
0,2025-12-03 00:55:23.510683,12184189167,B,8,46,3,6
0,2025-12-03 01:00:46.867648,121833859,B,18,63,6,11
0,2025-12-03 01:01:00.380660,121833859,B,0,0,0,0
0,2025-12-03 01:05:10.126687,121833859,B,36,68,12,15
